index,corp_code,corp_name,corp_eng_name,stock_code,modify_date
1945,00260985,한빛네트,"HanbitNet, Inc.",036720,
1957,00264529,엔플렉스,"Nplex,Inc.",040130,
1958,00358545,동서정보기술,"Dong Seo Information Technology Co., Ltd.",055000,
2698,00231567,애드모바일, ,032600,
3770,00359614,리더컴,"LEADER COMM.Co.,Ltd",056140,
3838,00153551,허메스홀딩스,"Hermesholdings Co.,LTD",012400,
3871,00344746,유티엑스,"UTX CO.,LTD.",045880,
3948,00261188,글로포스트,"Glopost CO., Ltd.",037830,
3949,00268020,쏠라엔텍,"SOLAR & TECH CO., LTD.",030390,
3950,00269287,보홍,"Bohong Co.,Ltd.",041320,
3989,00475286,동북아1호선박투자회사,DongBukaNO1ShipInvst,078420,
3996,00250775,에듀아크,"EDU ARK Co., Ltd.",046350,
4014,00114321,데코,Deco,013650,
4091,00191108,엘앤씨피,"L&CP CO.,Ltd",015390,
4108,00167378,희훈디앤지,HEEHOON DESIGN & GLOBAL.CO.LTD,019640,
4115,00225210,퓨쳐인포넷,"Future Infonet, Inc.",058690,
4120,00223346,쓰리디넷,"3D NET Co.,Ltd.",035400,
4122,00174129,제일저축은행,Jeil Savings Bank,024100,
4123,00114826,제일창업투자,Korea First Venture Capital Corporation,026540,
4146,00173333,현대DSF,"HYUNDAI DSF CO.,LTD",016510,
4148,00687599,네프로아이티,"NEPRO IT CO., LTD.",950030,
4208,00256292,자강,ZAKANG Inc,036790,
4219,00271431,케이엠에스,"KMS Co., Ltd",038830,
4247,00154727,에버리소스,EVER RESOURCES INC.,020070,
4248,00246189,제이에스,JS Company Limited,037110,
4290,00154204,태창기업,"TAECHANG ENTERPRISE CO.,LTD",007490,
4297,00152631,에이치비이에너지,"HBE ENERGY CO.,LTD",017300,
4306,00358095,코어비트,COREBIT,056850,
4324,00510215,동북아8호선박투자회사,Dongbuka No.8 Ship Investment Company,082110,
4384,00347619,한국통신데이타,Korea Telecom Data Inc.,045760,
4394,00372013,케너텍,"KENERTEC CO., LTD.",062730,
4400,00353735,다휘,"DAHUI Co., Ltd.",055250,
4428,00186540,코오롱아이넷,KOLON I' NETWORKS CORP.,022520,
4492,00128759,캠브리지코오롱,"CAMBRIDGE KOLON CO.,LTD",004620,
4507,00535588,네오세미테크,Neosemitech Corporation,089240,
4516,00264981,디에이치패션,D.H FASHION CORP.,045260,
4548,00231521,핸디소프트,HandySoft Corp.,032380,
4551,00159908,케이엠에이치,"KMH Co., Ltd.",009690,
4597,00259493,씨엘엘씨디,"CL LCD CO., LTD.",035710,
4604,00359641,현대푸드시스템,HYUNDAI FOOD SYSTEM,114410,
4632,00161639,메리츠종합금융,Meritz Investment Bank,012420,
4649,00211271,제넥셀세인,GENEXEL-SEIN INC.,034660,
4650,00388272,쓰리디월드,"3D world Co., Ltd.",065340,
4686,00264796,스톰이앤에프,"Stom EnF Co.,Ltd.",043680,
4712,00134909,소예,SOYEA Corporation,035010,
4763,00236368,엠엔에프씨,"M&FC CO.,LTD.",048640,
4770,00684547,하이트맥주,"HITE BREWERY CO., LTD.",103150,
4799,00251385,보광티에스,"Bokwang TS Co.,LTD.",066690,
4800,00262682,아인스엠앤엠,"Ein's M&M CO., LTD",040740,
4951,00234555,씨엔씨엔터프라이즈,"C&C ENTERPRISE CO.,LTD",038420,
4965,00507257,아이알디,"International Resources Development Co.,Ltd",084810,
4992,00417963,바이나믹,"BYNAMIC CO., LTD.",067850,
5095,00543523,코크렙제7호위탁관리부동산투자회사,KOCREF REIT 7,086720,
5096,00300566,엔빅스,"ENBIGS Co., Ltd.",054170,
5187,00299376,선팩테크,"SUNPACKTECH CO., LTD.",054010,
5230,00112068,마이크로닉스,MICRONIX CO,001190,
5249,00257194,블루스톤디앤아이,"Blue Stone D&I Co., Ltd.",033720,
5289,00477372,신지소프트,SINJISOFTCorporation,078700,
5360,00465410,맥쿼리센트럴오피스기업구조조정부동산투자회사,MACQUARIE CENTRAL OFFICE CORPORATE,076850,
5402,00331760,테스텍,Testech Incorporation,048510,
5454,00200761,중앙디자인,"Joong Ang Design Co., Ltd",030030,
5549,00268297,에코페트로시스템,"ECOPETRO SYSTEM Co., Ltd.",042870,
5568,00161301,한림창업투자,Hallim Venture Capital,021060,
5617,00237260,헤쎄나,"Hecenat Co.,Ltd",036270,
5649,00297970,미래에셋굿라이프혼합형자녀를위한투자회사10-1,MIRAEASSETGOODLIFEBALANCEDFUND10-1,037510,
5697,00107358,일공공일안경콘택트,"1001 OPTICAL Co., Ltd",032030,
5856,00267474,지앤알,G&R Inc.,043630,
5877,00134051,셀런,"CELRUN CO.,LTD",013240,
5889,00596066,한국베트남15-1유전해외자원개발투자회사,Korea Vietnam15-1Oil Overseas Resources Development Fund,093820,
5951,00347363,에이치원바이오,H1BIO Corp.,052310,
5962,00150226,씨앤중공업,"C&HEAVY INDUSTRIES CO.,LTD",008400,
5963,00152914,FnC코오롱,FnC KOLON CORP,001370,
5997,00158839,제너비오믹스,"Xana-BiomiX Co., LTD.",017010,
6014,00159281,케드콤,"KEDCOM CO.,LTD",011050,
6062,00210537,지엔텍홀딩스,"GENTECH HOLDINGS Co., Ltd.",065410,
6076,00240370,동부씨엔아이,"Dongbu CNI Co.,Ltd.",044640,
6096,00247887,아이피에스,IPSLtd.,051820,
6105,00268358,에스브이에이치,"SVH co., Ltd.",046240,
6139,00316488,제이콤,"Jcommunications Co., Ltd.",060750,
6151,00264130,옥션,"EBAY AUCTION CO., LTD",043790,
6158,00540304,네이쳐글로벌,NatureGlobal Inc.,088020,
6177,00617299,GB블루오션베트남주식혼합형투자회사1호,GB Blue Ocean VIETNAM EQUITY BALANCED FUND [1],094950,
6224,00262275,엠씨티티코어,MCTT CORE Inc.,052210,
6240,00200798,에이스앤파트너스,Ace & Partners,032930,
6255,00335924,지앤디윈텍,"GND WINTECH CO.,LTD.",061050,
6274,00111591,인터피온반도체,"INTERPION SEM CONDUCTOR CO.,LTD",014010,
6275,00189343,솔로몬저축은행,SOLOMON SAVINGS BANK,007800,
6285,00252588,엠트론스토리지테크놀로지,"MTRON STORAGE TECHNOLOGY CO.,LTD.",046320,
6326,00267997,에스티앤아이,"ST&I Co., Ltd.",031800,
6331,00299686,유퍼트,"UPERT, INC.",060670,
6333,00463050,엑스로드,"XROAD Co., Ltd.",074140,
6334,00238913,선우중공업,"SUNWOO HEAVY INDUSTRIES CO.,LTD",068770,
6372,00107446,남양,NAMYANG CORPORATION,003020,
6377,00114303,엘지데이콤,LG Dacom Corporation,015940,
6378,00318617,LG파워콤,LG Powercom Corporation,045820,
6384,00267775,동산진흥,DongsanDevelopment,031960,
6385,00394574,티이씨,"TEC Co.,Ltd",067950,
6386,00110176,한국기술산업,KoreaTechnology,008320,
6407,00136554,스타맥스,"Starmax Co., Ltd.",017050,
6441,00144562,유성티에스아이,"Yoo Sung Technique & Strategy Investment Co., Ltd",024870,
6652,00370547,네오리소스,"NEO RESOURCE CO.,LTD",058550,
6678,00242439,케이알,"KR CO.,LTD.",035950,
6702,00134060,씨앤상선,"C&MERCHANT MARINE CO.,LTD",000790,
6814,00392600,투미비티,"TumiBT Co.,Ltd",058900,
6876,00259855,코아정보시스템,"Core Information System Co., Ltd.",039990,
6886,00385451,케이에스리소스,KS Resources Corporation,066340,
6887,00258944,세계투어,"SEGYE TOUR CO., LTD",047600,
6978,00798530,동양밸류오션기업인수목적,Tongyang Value Ocean Special Purpose Acquisition Company,122290,
7000,00451268,케이이엔지,"K-eng CO., LTD",077960,
7003,00336570,사이버패스,CyberpassIncorporation,063280,
7008,00363325,산양전기,"SANYANGELECTROMECHANICSCO.,LTD",079870,
7018,00148188,으뜸상호저축은행,EUTTEUM MUTUAL SAVINGS BANK,032150,
7056,00508566,국제개발,ICCORPORATION,080570,
7079,00133928,세신,"SESHIN Co.,Ltd.",004230,
7158,00540784,골든브릿지더블유엠경매부동산일호투자회사,GOLDEN BRIDGE WM AUCTION REAL ESTATE FUND[1],084160,
7217,00298252,엘앤피아너스,"LNP HONORS, INC.",061140,
7234,00264556,에이스일렉트로닉스,"ACE ELECTRONICS CO.,LTD.",038690,
7256,00581000,디앤샵,"d&shop Co., Ltd.",090090,
7257,00359094,더체인지,The ChainG Corp,054120,
7314,00686970,다산자기관리부동산투자회사,DASAN REIT,105380,
7344,00255309,써니트렌드,"Sunny Trends Co.,ltd",035500,
7345,00362380,뉴젠비아이티,NewGen BIT CORPORATION.,054650,
7347,00244862,룩소네이트,"Bluemum Co., Ltd.",033880,
7383,00297165,현대오토넷,"HYUNDAI AUTONET CO.,LTD.",042100,
7384,00105767,LG마이크론,LG Micron Ltd.,016990,
7445,00173397,서광건설산업,"SEOKWANG CONSTRUCTION CO.,LTD",001600,
7459,00259606,플러스프로핏,"Plus Profit Co., Ltd",036660,
7475,00178471,한와이어리스,"Hanwireless Co., Ltd.",037020,
7476,00331733,포휴먼,"FORHUMAN CO., LTD",049690,
7560,00104892,알이네트웍스,"RENetworks Co.,Ltd",023670,
7575,00647917,케이알제2호개발전문위탁관리부동산투자회사,"KR2 Development REIT CO., Ltd.",101790,
7629,00597764,미래에셋맵스오퍼튜니티베트남주식혼합형투자회사1호,MIRAEASSET MAPS OPPORTUNITY VIETNAM EQUITY BALANCED FUND 1,094520,
7679,00355821,씨티엘테크,"CTL TEC Co.,Ltd",088960,
7689,00329677,이디디컴퍼니,"EDD COMPANY CO., LTD",052650,
7713,00244871,케이티프리텔,"KT FREETEL. CO., LTD",032390,
7743,00246383,메카포럼,"MECCA FORUM CO., LTD",035830,
7753,00345499,에스피코프,SP CORP.,048130,
7792,00348140,이롬텍,"EROM Tech Co.,Ltd",045400,
7850,00215107,이앤텍,"E & TECH CO.,LTD",047450,
7932,00560991,맥스브로,"Maxbro COMPANY, LIMITED",088810,
7934,00265263,토자이홀딩스,TOZAI Holdings Inc.,037700,
7951,00142564,우방,"WOOBANG CONSTRUCTION CO.,LTD.",013200,
7974,00198572,동양매직,"TONG YANG MAGIC CO., LTD",023020,
7975,00642648,코웰이홀딩스유한공사,CowelleHoldingsInc.,900020,
7983,00537443,아구스,ARGUSInc.,078670,
8034,00113173,대한은박지,"DAIHAN EUNPAKGY CO.,LTD",007480,
8036,00441872,인스프리트,"Insprit, Inc.",073130,
8042,00480844,하이럭스,"HILUX CO., LTD.",079340,
8048,00262044,트리니티,"Trinity CO., LTD.",053070,
8052,00101442,카라반케이디이,"CARAVAN KDE CO., LTD.",032570,
8073,00295875,더존디지털웨어,"Duzon Digital Ware Co.,Ltd.",045380,
8078,00441298,디보스,DIBOSS CORPORATION,080140,
8100,00263885,포네이처,"For Nature Co., LTD.",045290,
8101,00475532,테이크시스템즈,"TAKESYSTEMSCO.,Ltd.",076090,
8102,00130204,폴켐,Polchem Inc.,033190,
8146,00128731,유리이에스,"Yurie ES CO.,LTD.",007050,
8164,00325981,에프아이투어,FIT Inc.,047370,
8165,00540021,모빌탑,"MobiletopCo.,Ltd.",085680,
8181,00362089,올리브나인,"Olive Nine Co.,Ltd.",052970,
8185,00228916,디패션,"De Passion co.,ltd.",030420,
8287,00114215,알덱스,"ALDEX CO.,LTD",025970,
8294,00109648,오라바이오틱스,ORAH BIOTICS INC.,016160,
8302,00261212,시노펙스그린테크,Synopex Green Tech Inc.,037320,
8391,00348007,야호커뮤니케이션,"YAHOH Communication Co., Ltd.",059720,
8393,00275808,브이케이,VK CORPORATION,048760,
8395,00375579,팬택앤큐리텔,"Pantech&Curitel Communications, Inc.",063350,
8402,00197324,팬텀엔터테인먼트그룹,"FANTOM ENTERTAINMENT GROUP CO., LTD",025460,
8406,00339063,삼성수산,"Samsung Fisheries co., Ltd.",052560,
8432,00538497,동북아15호선박투자회사,Dongbuka No.15 Ship Investment Company,084240,
8486,00225140,쌈지,"SSAMZIE CO., LTD.",033260,
8509,00101947,브이오산업,"MORARESOURCE Co., Ltd",018890,
8519,00287724,코디콤,"KODICOM CO., LTD.",041800,
8534,00347840,제네시스엔알디,"GENESISNRD CO.,LTD",052640,
8594,00504357,동북아6호선박투자회사,DongbukaNo.6ShipInv,080410,
8603,00269339,인네트,"INNET Co., Ltd",041450,
8622,00634959,한국월드와이드아시아태평양특별자산1호투자회사,Korea World Wide Asia Pacific Special Assets Fund [1],098150,
8639,00267094,헤파호프코리아,HepaHope Korea Inc.,039350,
8760,00142698,휴리프,"HULIF CO.,LTD",006210,
8775,00350057,하이스마텍,"HiSmarTech Co., Ltd.",057100,
8784,00721981,삼성디지털이미징,"SAMSUNG DIGITAL IMAGING CO., LTD.",108070,
8857,00248691,씨제이인터넷,CJ Internet Corp.,037150,
8858,00335562,엠넷미디어,Mnet Media Corp.,056200,
8859,00369675,온미디어,ON*Media Corporation,045710,
8895,00265078,유니텍전자,UNITECH ELECTRONICS CO. LTD,039040,
8982,00267809,위더스기술금융,Nexus Investment Corporation,019430,
8990,00314000,클라스타,"Clustar Co.,Ltd.",037550,
8992,00355292,아시아미디어홀딩스,"Asia Media Holdings Co.,Ltd.",052810,
9000,00386557,아이스테이션,i-station Corporation,056010,
9007,00548865,동북아21호선박투자회사,"DONGBUKA NO. 21 SHIP INVESTMENT COMPANY CO., LTD.",088010,
9026,00221320,에이스디지텍,"ACE DIGITECH CO., LTD.",036550,
9058,00124054,부산저축은행,BUSAN SAVINGS BANK,007830,
9075,00301486,에피밸리,"EpiValley Co.,Ltd.",068630,
9127,00311298,오페스,"Opes CO.,LTD.",053470,
9133,00348557,액티투오,"Acti2O Co., Ltd.",047710,
9135,00265342,에이치에스씨홀딩스,"GENF Co., Ltd.",038920,
9141,00156734,한국고덴시,KODENSHIKOREA CORP,027840,
9142,00208693,나리지*온,Knowledge*on Inc.,036850,
9144,00128953,프로비타,PROVITA CORPORATION,014420,
9150,00428792,제로원인터랙티브,"ZeroOne Interactive Co.,Ltd",069470,
9151,00148744,제일화재해상보험,"FIRST FIRE & MARINE INSURANCE CO.,LTD",000610,
9152,00518873,동북아9호선박투자회사,DONGBUKA NO.9 SHIP INVESTMENT COMPANY,083120,
9172,00300779,굿이엠지,GOOD EMG.INC,051530,
9182,00397766,아이드림,IDREAM CORP.,066850,
9225,00174305,조인에너지,"JOIN ENERGY Co.,Ltd",004820,
9239,00320807,태광이엔시,"TAE GWANG E AND C CO., LTD",048140,
9363,00106492,렉스엘이앤지,"REX-L ENG CO., LTD.",004790,
9374,00592583,코리아퍼시픽05호선박투자회사,"Korea Pacific No.05 Ship Investment Co., Ltd.",093400,
9470,00275260,엑큐리스,"ACCURIS CO., LTD",048460,
9535,00183914,우경,"WOO KYUNG CO., LTD",025920,
9597,00481676,세미텍,"SemiteqCo.,Ltd",081220,
9762,00104971,그린손해보험,"GREEN NON-LIFE INSURANCE CO., LTD",000470,
9788,00269773,대양글로벌,Daeyang Global Inc.,040180,
9791,00334767,엔하이테크,"N-HITECH CO., LTD",046720,
9846,00453752,제너시스템즈,"XENERSYSTEMS,INC.",073930,
9872,00140919,엘트온,"Visionhightech Co.,Ltd",015050,
9919,00255840,태산엘시디,"Taesan LCD Co.,Ltd",036210,
9962,00133034,성원건설,SUNGWON CORPORATION,012090,
9965,00161028,대우송도개발,"DAEWOO SONGDO DEVELOPMENT Co.,Ltd.",004550,
10035,00174475,현대금속,HYUNDAE METAL Inc.,018410,
10057,00251482,트라이써클,"Tricircle Co.,Ltd.",034010,
10126,00824659,아이비케이에스스마트에스엠이기업인수목적1호,IBKS Smart SME Special Purpose Acquisition Company No.1,126680,
10207,00259536,네스테크,"Nextech Co., LTD.",037540,
10261,00505198,동북아5호선박투자회사,"Dongbuka No.5 Ship Investment Company Co., Ltd",080980,
10290,00679730,파브코,"PYUNG HWA ANTI-VIBRATION SYSTEM CO., LTD.",101990,
10344,00803504,우리기업인수목적1호,"WOORI SPECIAL PURPOSE ACQUISITION 1 CO., LTD.",122750,
10353,00350118,뉴젠아이씨티,"NEWGEN ICT CO., LTD",054150,
10359,00352295,인젠,"INZEN CO.,LTD",041630,
10368,00240088,지앤에스티,"G&ST CO.,LTD",036920,
10599,00560025,코크렙제8호위탁관리부동산투자회사,KOCREF REIT VIII,090540,
10600,00140380,유니온스틸,UNION STEEL,003640,
10634,00101275,경남모직,"KYUNGNAM WOOL TEXTILE CO.,LTD",001670,
10665,00797674,대우증권그린코리아기업인수목적회사,Daewoo Securities Green Korea Special Purpose Acquisition Company,121910,
10676,00244589,지노시스템,"G-Inno Systems CO., LTD.",033850,
10702,00802028,한국투자신성장1호기업인수목적회사,Korea Investment Securities SPAC No.1,123290,
10707,00371519,휴먼텍코리아,HUMAN & TECHNOLOGIES CORPORATION,066060,
10714,00126593,에스에스씨피,"SSCPCo.,Ltd.",071660,
10773,00220181,평산,"PYEONGSANCo.,Ltd.",089480,
10891,00254009,지디코프,GDCorp Inc.,036610,
10903,00505541,아시아퍼시픽2호선박투자회사,"ASIA PACIFIC NO. 2 SHIP INVESTMENT CO.,LTD",081190,
10976,00240398,무한투자,"Muhan Investment Co., Ltd.",034510,
11020,00828309,동부티에스블랙펄기업인수목적,Dongbu TS Black Pearl Special Purpose Acquisition Company,128910,
11039,00349468,블루젬디앤씨,"BLUEGEM D&C CO., LTD.",053040,
11043,00808262,부국퓨쳐스타즈기업인수목적,Bookook Future Stars Special Purpose Acquisition Company LTD.,123300,
11111,00252393,예당컴퍼니,"YEDANG COMPANY CO., LTD.",049000,
11209,00229818,터보테크,"TURBOTEK CO., LTD",032420,
11266,00154189,케이비물산,KOREA BEST PRODUCE CORP,008540,
11274,00680161,연합과기공고유한공사,UNITED TECHNOLOGY HOLDINGS COMPANY LIMITED,900030,
11341,00102645,글로스텍,"GLOSTECH CO.,Ltd.",012410,
11343,00844884,중국고섬공고유한공사,China Gaoxian Fibre Fabric Holdings Ltd.,950070,
11384,00592592,코리아퍼시픽06호선박투자회사,"Korea Pacific No.06 Ship Investment Co., Ltd.",093410,
11386,00268437,나노트로닉스,"NanoTronix Co., Ltd",010670,
11547,00798284,미래에셋제1호기업인수목적,Miraeasset No.1 Special Purpose Acquisition Company,121950,
11560,00164195,에이원마이크로,"AONEMICRO, INC.",037380,
11561,00264811,에이프로테크놀로지,"APRO TECHNOLOGY CO.,LTD.",045470,
11756,00676380,모린스,"Moreens Co., Ltd",110310,
11798,00543231,디지텍시스템스,"DIGITECHsystemsCo.,Ltd.",091690,
11867,00122436,배명금속,"BAEMYUNG METAL CO.,LTD",011800,
11893,00505189,동북아4호선박투자회사,"Dongbuka No.4 Ship Investment Company Co., Ltd",080970,
11945,00271413,사라콤,"SARACOM CO., LTD",040020,
11994,00245296,폴리플러스,"Polyplus Co., Ltd",065610,
12038,00480905,영찬테크,"Young Chan Tech Co.,Ltd.",085990,
12114,00890333,케이비부국제1호개발전문위탁관리부동산투자회사,"KB-Bookook No.1 Development Cc., Ltd.",149130,
12118,00510534,아시아퍼시픽8호선박투자회사,"ASIA PACIFIC NO. 8 SHIP INVESTMENT CO.,LTD",081930,
12151,00150855,진흥저축은행,JINHEUNG SAVINGS BANK,007200,
12170,00173634,에듀언스,"EDUENCE CO.,LIMITED",009010,
12187,00830377,성융광전투자유한공사,SHENGLONG PV-TECH INVESTMENT CO. LIMITED,900150,
12232,00224567,샤인시스템,"SHINE SYSTEM CO., LTD.",066300,
12280,00582054,씨모텍,"C-motechCo.,LTD.",081090,
12360,00125929,에스컴,S Com Inc.,014900,
12408,00502793,아시아퍼시픽1호선박투자회사,AsiaPacificNo.1,080180,
12421,00505550,아시아퍼시픽3호선박투자회사,"ASIA PACIFIC NO. 3 SHIP INVESTMENT CO.,LTD.",081200,
12446,00104704,한국저축은행,KOREA SAVINGS BANK,025610,
12452,00361035,미리넷,"Millinet Co., Ltd.",056710,
12543,00630111,3노드디지탈그룹유한공사,"3NODDigitalGroupCo.,Ltd.",900010,
12557,00264802,유일엔시스,YOUILENSYS Corporation,038720,
12791,00399773,케이피케미칼,KP CHEMICAL CORP,064420,
12799,00257529,이루넷,"Iroonet,Inc.",041030,
12814,00804114,대신증권그로쓰알파기업인수목적,DAISHIN SECURITIES GROWTH ALPHA SPAC,123550,
12815,00416706,유에이블,"UABLE CO.,LTD.",071530,
13069,00173324,경윤하이드로에너지,"KyungYoon Hydro Energy CO.,LTD.",019120,
13077,00121729,롯데미도파,"LOTTE MIDOPA CO.,LTD",004010,
13081,00808226,한화에스브이명장제1호기업인수목적,Hanwha SV Meister 1st SPAC,124050,
13095,00162577,셀텍,"Cell Tech Co., LTD.",019260,
13096,00812229,에스비아이앤솔로몬드림기업인수목적,SBI and Solomon DREAM SPAC,123910,
13187,00351153,위다스,"Withus Co., Ltd.",056810,
13222,00126885,에스와이코퍼레이션,"SY Corporation Co., Ltd",008080,
13340,00264741,어울림네트웍스,"OULLIM NETWORKS, INC.",042820,
13367,00266989,에이디모터스,"AD Motors Co., Ltd.",038120,
13395,00260693,평안물산,"Pyeong Ahn Trading, Inc.",037240,
13412,00267951,아큐텍,"ACQUTEK CO.,LTD",013780,
13415,00804983,히든챔피언제1호기업인수목적,HiddenChampion 1st Special Purpose Acquisition Company,123160,
13429,00502474,동북아2호선박투자회사,DongbukaNo.2ShipInv,080030,
13484,00579379,금강제강,"KumKangsteel Co.,LTD",105070,
13619,00264857,아라온테크,"Araontech Co., Ltd.",041060,
13634,00375302,우리금융지주,"WooriFinance Holdings Co.,Ltd.",053000,
13690,00264848,대국,Daekuk Corporation,042340,
13749,00251190,글로웍스,"Gloworks Co.,Ltd.",034600,
13760,00694003,중국식품포장유한공사,"CHINA FOOD PACKAGING INC.,LTD",900060,
13804,00505170,동북아3호선박투자회사,Dongbuka  No.3 Ship Investment Company Co.Ltd,080960,
13899,00259439,지아이바이오,"GIBIO Co., Ltd.",035450,
13981,00207436,알에스넷,"R&S Networks Co., Ltd.",046430,
13996,00408585,나이스메탈,"Nice Metal Co.,LTD",072530,
14226,00115038,하나IB증권,Hana Investment Banking & Securities Inc.,003330,
14247,00288653,퓨쳐비젼,"FUTURE VISION CO.,LTD",042570,
14361,00303837,이레전자산업,"E-RAE Electronics Industry Co., Ltd.",045310,
14559,00330017,레이더스컴퍼니,"Raiders Company Co., Ltd.",047420,
14622,00264769,포이보스,"POIBOS CO., LTD",038810,
14623,00308948,미디어코프,"MEDIAcorp, INC.",053890,
14624,00321222,케이디세코,"K-D'seco Co., Ltd.",073780,
14625,00361202,이노블루,"InnoBlue Co.,Ltd.",066200,
14626,00450728,도움,"DOMCO.,LTD.",078610,
14627,00535773,엑스씨이,"eXtendedComputingEnvironmentCO.,LTD.",081500,
14738,00152950,코오롱유화,"KOLON CHEMICAL CO.,LTD",011020,
15267,00296069,세라온홀딩스,"SERAONHOLDINGS CO.,LTD",050600,
15291,00521956,현대경매부동산일호투자회사,HYUNDAI AUCTION REAL ESTATE FUND 1ST,083160,
15305,00360540,우수씨엔에스,"WOOSU CNS CO., LTD.",060550,
15311,00593519,동북아31호선박투자회사,Dongbuka No. 31 Ship Investment Company,093730,
15355,00194372,후야인포넷,"HOOYA INFONET CO., LTD.",032050,
15396,00154693,이레아이엔씨,"Erae I&C co.,Ltd",036900,
15411,00106650,카스코,"KOREA AUTOMOTIVE SYSTEMS CO.,LTD",005330,
15460,00368791,모델라인,"ModelLine Co.,  Ltd.",064720,
15463,00220552,청람디지탈,"CHUNG LAM DIGITAL CO.,LTD",035270,
15464,00294371,한텔,Hantel Co. Ltd,041940,
15643,00353683,코스모스피엘씨,"Cosmos PLC Co., Ltd.",053170,
15644,00252375,나노하이텍,"NANO HITEC ELECTRONIC CO.,LTD.",071360,
15645,00260903,쓰리소프트,3SOFT. Inc.,036360,
15646,00261461,트라이콤,TRICOMINC.,038410,
15647,00265218,케이엔에스홀딩스,KNS HOLDINGS INC.,036760,
15648,00471989,지비에스,"GBS Co., Ltd.",076170,
15649,00306986,피더블유제네틱스,"PWGenetics Co., Ltd.",065910,
15697,00356644,엠텍반도체,"Mtek Semicon CO.,LTD",054440,
15744,00305695,세니콘,"CENICONE CO., LTD",056060,
15811,00257051,유씨아이콜스,UC IndustryCommunityOnLineServices Inc.,065810,
15945,00459589,코크렙제3호CR리츠,KOCREF CR-REITIII,073530,
16153,00366164,아이티센네트웍스,"ITCEN NETWORKS CO., LTD.",057110,
16171,00436728,리얼티코리아제1호기업구조조정부동산투자,"REALTY KOREA CR REIT CO.,LTD",072450,
16337,00136235,BHK,BHK Inc.,003990,
16338,00328854,포넷,"FONET Co., Ltd.",048270,
16486,00120960,맥슨텔레콤,"MAXON TELECOM CO.,LTD",009890,
16923,00119733,엔토리노,nTorino Corporation Inc.,032590,
16962,00119423,두림티앤씨,"DOORIM T&C CO., LTD.",033330,
16979,00557067,동북아27호선박투자회사,Dongbuka No. 27 Ship Investment Company,089170,
16980,00557058,동북아28호선박투자회사,Dongbuka No. 28 Ship Investment Company,089180,
16981,00557030,동북아30호선박투자회사,Dongbuka No. 30 Ship Investment Company,089200,
16982,00557049,동북아29호선박투자회사,Dongbuka No. 29 Ship Investment Company,089190,
17034,00244330,현주컴퓨터,HYUNJU COMPUTER CO. LTD,038960,
17155,00120100,LG석유화학,"LG PETROCHEMICAL CO.,LTD",012990,
17175,00246657,오브제,"OBZEE CO., LTD",058680,
17335,00130037,휴닉스,HUNIX INC.,009790,
17360,00405074,세이프아시아,"Safe Asia Co., Ltd.",066330,
17454,00398534,코크렙제1호기업구조조정부동산투자회사,KOCREF CR-REIT1,067910,
17695,00165200,위너스인프라인,Winners Infraline Corporation,005760,
17847,00150183,AP우주통신,"Asia Pacific Space Telecom Co., Ltd",015670,
17897,00268482,조이토토,"Joytoto Co., Ltd",044370,
17898,00363033,한도하이테크,"HANDO HI-TECH CO., LTD.",060660,
17899,00364227,에너윈,"ENERWIN Co.,Ltd.",055970,
18041,00458915,유레스메리츠제1호,UresMeritz1stCR-REIT,073470,
18089,00386876,교보메리츠퍼스트기업구조조정부동산투자회사,KYOBO-MERITZ FIRST CR-REIT,064900,
18103,00543073,굿앤리치부동산공경매투자회사1호,GOOD&RICH REAL ESTATE AUCTION FUND[1],085450,
18156,00160445,한국합섬,HANKOOK SYNTHETICS INC,025830,
18335,00554468,굿앤리치부동산공경매투자회사2호,Good&Rich real estate auction fund[2],088510,
18414,00165565,디에스피이엔티,"DSP Ent Co., Ltd.",016040,
18493,00300256,시큐어소프트,SecureSoft Inc.,037060,
18499,00138491,동부일렉트로닉스,"DONGBUELECTRONICS CO.,LTD",001830,
18672,00102821,고려시멘트,"KOREA CEMENT co., Ltd",003660,
18674,00377814,베스트플로우,BestFlow Inc.,060410,
18762,00364670,쿨투,CUL 2 Inc.,056020,
18877,00143013,우영,Wooyoung,012460,
19452,00263991,모빌링크텔레콤,"Mobilink Telecom Co., Ltd.",041310,
19911,00105183,극동제혁,"KEUKDONG TANNING CO.,LTD",010200,
19918,00173254,한마음상호저축은행,HANMAUM MUTUAL SAVINGS BANK,025450,
19957,00101637,그로웰전자,"Growell Electronics, Inc.",009220,
19975,00124513,부흥,"BOOHUNG CO.,LTD",003930,
20132,00154417,퍼시픽글라스,"Pacificglas, Inc",009080,
20426,00119362,아이인프라,"iINFRA.Co.,Ltd",008780,
20484,00140353,씨크롭,"CECROP CO.,LTD",016970,
20531,00170451,외환신용카드,"Korea Exchange Bank Credit Service Co., Ltd.",038400,
20533,00267793,삼화기연,"Samwha Engineering Co., Ltd",033210,
20566,00260639,대흥멀티미디어통신,daeheung multimedia communication corp,037250,
20644,00153852,텔슨정보통신,TelsonInformation&Communication,018180,
20689,00248956,비이티,"BET CO., LTD.",036820,
20822,00390028,코오롱인터내셔널,KOLON INTERNATIONAL CORP.,063510,
20869,00260888,엔써커뮤니티,N'ser community Inc.,037750,
20870,00275710,써미트테크놀로지,Summit Technology,039000,
